ts,state,motor_A_duty,motor_B_duty,gmxxx_ch1,gmxxx_ch2,gmxxx_ch3,gmxxx_ch4,mics5524_raw,co_mics,eth_mics,voc_mics,no2_gm,c2h5oh_gm,voc_gm,co_gm,currentLevel
3040284,DONE,0,0,768,705,117,37,215,19.099,23.306,7.109,0.768,0.705,0.117,0.037,5
3040534,PRE_COND,100,0,768,705,117,37,215,19.099,23.306,7.109,0.768,0.705,0.117,0.037,0
3040784,PRE_COND,100,0,768,706,118,36,215,19.099,23.306,7.109,0.768,0.706,0.118,0.036,0
3041034,PRE_COND,100,0,768,705,118,36,215,19.099,23.306,7.109,0.768,0.705,0.118,0.036,0
3041284,PRE_COND,100,0,768,705,118,36,215,19.099,23.306,7.109,0.768,0.705,0.118,0.036,0
3041534,PRE_COND,100,0,768,704,118,36,215,19.099,23.306,7.109,0.768,0.704,0.118,0.036,0
3041784,PRE_COND,100,0,768,704,118,37,215,19.099,23.306,7.109,0.768,0.704,0.118,0.037,0
3042034,PRE_COND,100,0,769,705,118,36,215,19.099,23.306,7.109,0.769,0.705,0.118,0.036,0
3042284,PRE_COND,100,0,770,704,118,37,210,18.567,22.461,6.885,0.77,0.704,0.118,0.037,0
3042534,PRE_COND,100,0,770,704,118,37,215,19.099,23.306,7.109,0.77,0.704,0.118,0.037,0
3042784,PRE_COND,100,0,771,705,119,37,215,19.099,23.306,7.109,0.771,0.705,0.119,0.037,0
3043034,PRE_COND,100,0,773,705,119,36,215,19.099,23.306,7.109,0.773,0.705,0.119,0.036,0
3043284,PRE_COND,100,0,774,705,119,37,219,19.634,24.164,7.335,0.774,0.705,0.119,0.037,0
3043534,PRE_COND,100,0,774,705,119,37,219,19.634,24.164,7.335,0.774,0.705,0.119,0.037,0
3043784,PRE_COND,100,0,775,705,119,37,219,19.634,24.164,7.335,0.775,0.705,0.119,0.037,0
3044034,PRE_COND,100,0,777,706,120,37,219,19.634,24.164,7.335,0.777,0.706,0.12,0.037,0
3044284,PRE_COND,100,0,777,705,120,37,219,19.634,24.164,7.335,0.777,0.705,0.12,0.037,0
3044534,PRE_COND,100,0,779,706,121,37,219,19.634,24.164,7.335,0.779,0.706,0.121,0.037,0
3044784,PRE_COND,100,0,780,706,121,37,224,20.173,25.034,7.564,0.78,0.706,0.121,0.037,0
3045034,PRE_COND,100,0,781,706,121,37,219,19.634,24.164,7.335,0.781,0.706,0.121,0.037,0
