ts,state,motor_A_duty,motor_B_duty,gmxxx_ch1,gmxxx_ch2,gmxxx_ch3,gmxxx_ch4,mics5524_raw,co_mics,eth_mics,voc_mics,no2_gm,c2h5oh_gm,voc_gm,co_gm,currentLevel
157768,PRE_COND,100,0,816,761,220,38,180,15.447,17.658,5.589,0.816,0.761,0.22,0.038,0
158018,PRE_COND,100,0,815,761,220,37,175,14.939,16.903,5.381,0.815,0.761,0.22,0.037,0
158268,PRE_COND,100,0,816,761,220,38,180,15.447,17.658,5.589,0.816,0.761,0.22,0.038,0
158518,PRE_COND,100,0,816,761,220,38,180,15.447,17.658,5.589,0.816,0.761,0.22,0.038,0
158768,PRE_COND,100,0,816,761,220,38,180,15.447,17.658,5.589,0.816,0.761,0.22,0.038,0
159018,PRE_COND,100,0,816,762,220,38,180,15.447,17.658,5.589,0.816,0.762,0.22,0.038,0
159268,PRE_COND,100,0,817,761,220,38,180,15.447,17.658,5.589,0.817,0.761,0.22,0.038,0
159518,PRE_COND,100,0,817,761,221,38,180,15.447,17.658,5.589,0.817,0.761,0.221,0.038,0
159768,PRE_COND,100,0,817,762,221,38,185,15.958,18.426,5.799,0.817,0.762,0.221,0.038,0
160018,PRE_COND,100,0,818,761,221,38,180,15.447,17.658,5.589,0.818,0.761,0.221,0.038,0
160268,PRE_COND,100,0,818,761,221,38,180,15.447,17.658,5.589,0.818,0.761,0.221,0.038,0
160518,PRE_COND,100,0,818,761,221,38,180,15.447,17.658,5.589,0.818,0.761,0.221,0.038,0
160768,PRE_COND,100,0,819,762,221,37,180,15.447,17.658,5.589,0.819,0.762,0.221,0.037,0
161018,PRE_COND,100,0,819,761,221,38,185,15.958,18.426,5.799,0.819,0.761,0.221,0.038,0
161268,PRE_COND,100,0,820,762,221,38,185,15.958,18.426,5.799,0.82,0.762,0.221,0.038,0
161518,PRE_COND,100,0,820,762,222,38,185,15.958,18.426,5.799,0.82,0.762,0.222,0.038,0
161768,PRE_COND,100,0,821,762,222,38,180,15.447,17.658,5.589,0.821,0.762,0.222,0.038,0
162018,PRE_COND,100,0,821,761,222,38,180,15.447,17.658,5.589,0.821,0.761,0.222,0.038,0
162268,PRE_COND,100,0,821,762,223,38,180,15.447,17.658,5.589,0.821,0.762,0.223,0.038,0
162518,PRE_COND,100,0,822,762,223,37,185,15.958,18.426,5.799,0.822,0.762,0.223,0.037,0
162768,RAMP_UP,0,0,822,762,223,38,185,15.958,18.426,5.799,0.822,0.762,0.223,0.038,0
163018,RAMP_UP,0,0,822,762,223,38,180,15.447,17.658,5.589,0.822,0.762,0.223,0.038,0
163268,RAMP_UP,0,0,823,763,224,38,185,15.958,18.426,5.799,0.823,0.763,0.224,0.038,0
163518,RAMP_UP,0,0,823,762,224,38,185,15.958,18.426,5.799,0.823,0.762,0.224,0.038,0
163768,RAMP_UP,0,0,823,762,224,39,180,15.447,17.658,5.589,0.823,0.762,0.224,0.039,0
164018,RAMP_UP,0,0,823,763,224,38,185,15.958,18.426,5.799,0.823,0.763,0.224,0.038,0
164268,RAMP_UP,0,0,824,763,224,38,185,15.958,18.426,5.799,0.824,0.763,0.224,0.038,0
164518,RAMP_UP,0,0,823,762,224,38,185,15.958,18.426,5.799,0.823,0.762,0.224,0.038,0
164768,HOLD,51,0,824,763,225,39,185,15.958,18.426,5.799,0.824,0.763,0.225,0.039,0
165018,HOLD,51,0,823,762,224,39,185,15.958,18.426,5.799,0.823,0.762,0.224,0.039,0
165268,HOLD,51,0,825,762,225,38,185,15.958,18.426,5.799,0.825,0.762,0.225,0.038,0
165518,HOLD,51,0,824,763,225,39,185,15.958,18.426,5.799,0.824,0.763,0.225,0.039,0
165768,HOLD,51,0,825,762,225,38,185,15.958,18.426,5.799,0.825,0.762,0.225,0.038,0
166018,HOLD,51,0,825,763,226,38,180,15.447,17.658,5.589,0.825,0.763,0.226,0.038,0
166268,HOLD,51,0,824,763,226,38,185,15.958,18.426,5.799,0.824,0.763,0.226,0.038,0
166518,HOLD,51,0,825,763,226,38,180,15.447,17.658,5.589,0.825,0.763,0.226,0.038,0
166768,HOLD,51,0,825,763,225,39,185,15.958,18.426,5.799,0.825,0.763,0.225,0.039,0
167018,HOLD,51,0,824,763,226,38,180,15.447,17.658,5.589,0.824,0.763,0.226,0.038,0
167268,HOLD,51,0,824,763,226,38,180,15.447,17.658,5.589,0.824,0.763,0.226,0.038,0
167518,HOLD,51,0,825,763,226,39,185,15.958,18.426,5.799,0.825,0.763,0.226,0.039,0
167768,HOLD,51,0,825,764,227,38,185,15.958,18.426,5.799,0.825,0.764,0.227,0.038,0
168018,HOLD,51,0,825,763,226,38,185,15.958,18.426,5.799,0.825,0.763,0.226,0.038,0
