ts,state,motor_A_duty,motor_B_duty,gmxxx_ch1,gmxxx_ch2,gmxxx_ch3,gmxxx_ch4,mics5524_raw,co_mics,eth_mics,voc_mics,no2_gm,c2h5oh_gm,voc_gm,co_gm,currentLevel
5183673,IDLE,0,0,736,643,158,48,371,37.778,56.865,15.4,0.736,0.643,0.158,0.048,0
5183923,PRE_COND,100,0,735,642,158,48,356,35.896,53.189,14.534,0.735,0.642,0.158,0.048,0
5184173,PRE_COND,100,0,733,641,156,48,342,34.04,49.623,13.685,0.733,0.641,0.156,0.048,0
5184423,PRE_COND,100,0,732,640,156,47,332,32.818,47.305,13.13,0.732,0.64,0.156,0.047,0
5184673,PRE_COND,100,0,733,642,155,47,327,32.211,46.165,12.855,0.733,0.642,0.155,0.047,0
5184923,PRE_COND,100,0,733,643,153,46,322,31.607,45.037,12.582,0.733,0.643,0.153,0.046,0
5185173,PRE_COND,100,0,733,642,156,46,322,31.607,45.037,12.582,0.733,0.642,0.156,0.046,0
5185423,PRE_COND,100,0,737,643,165,49,332,32.818,47.305,13.13,0.737,0.643,0.165,0.049,0
5185673,PRE_COND,100,0,741,644,174,51,386,39.686,60.65,16.285,0.741,0.644,0.174,0.051,0
5185923,PRE_COND,100,0,743,643,182,54,430,45.568,72.664,19.046,0.743,0.643,0.182,0.054,0
5186173,PRE_COND,100,0,746,644,190,56,444,47.58,76.889,20.002,0.746,0.644,0.19,0.056,0
5186423,PRE_COND,100,0,750,643,196,57,459,49.619,81.225,20.976,0.75,0.643,0.196,0.057,0
5186673,PRE_COND,100,0,753,644,201,58,459,49.619,81.225,20.976,0.753,0.644,0.201,0.058,0
5186923,PRE_COND,100,0,754,645,205,58,464,50.304,82.695,21.305,0.754,0.645,0.205,0.058,0
5187173,PRE_COND,100,0,757,644,210,58,469,50.992,84.178,21.636,0.757,0.644,0.21,0.058,0
5187423,PRE_COND,100,0,761,645,214,59,474,51.683,85.672,21.968,0.761,0.645,0.214,0.059,0
5187673,PRE_COND,100,0,762,645,218,59,469,50.992,84.178,21.636,0.762,0.645,0.218,0.059,0
5187923,PRE_COND,100,0,765,644,221,59,478,52.377,87.18,22.303,0.765,0.644,0.221,0.059,0
5188173,PRE_COND,100,0,768,645,224,59,478,52.377,87.18,22.303,0.768,0.645,0.224,0.059,0
5188423,PRE_COND,100,0,769,645,229,60,478,52.377,87.18,22.303,0.769,0.645,0.229,0.06,0
5188673,PRE_COND,100,0,770,645,231,60,474,51.683,85.672,21.968,0.77,0.645,0.231,0.06,0
5188923,RAMP_UP,0,0,772,645,234,59,478,52.377,87.18,22.303,0.772,0.645,0.234,0.059,0
5189173,RAMP_UP,0,0,774,645,236,59,474,51.683,85.672,21.968,0.774,0.645,0.236,0.059,0
5189423,RAMP_UP,0,0,775,645,239,59,483,53.074,88.7,22.639,0.775,0.645,0.239,0.059,0
5189673,RAMP_UP,0,0,777,645,242,59,483,53.074,88.7,22.639,0.777,0.645,0.242,0.059,0
5189923,RAMP_UP,0,0,778,645,244,59,478,52.377,87.18,22.303,0.778,0.645,0.244,0.059,0
5190173,RAMP_UP,0,0,779,645,246,58,478,52.377,87.18,22.303,0.779,0.645,0.246,0.058,0
5190423,RAMP_UP,0,0,781,646,248,59,478,52.377,87.18,22.303,0.781,0.646,0.248,0.059,0
5190673,RAMP_UP,0,0,782,646,250,59,478,52.377,87.18,22.303,0.782,0.646,0.25,0.059,0
5190923,HOLD,51,0,782,646,252,59,478,52.377,87.18,22.303,0.782,0.646,0.252,0.059,0
5191173,HOLD,51,0,784,646,256,59,478,52.377,87.18,22.303,0.784,0.646,0.256,0.059,0
5191423,HOLD,51,0,784,646,256,58,478,52.377,87.18,22.303,0.784,0.646,0.256,0.058,0
5191673,HOLD,51,0,784,646,257,58,474,51.683,85.672,21.968,0.784,0.646,0.257,0.058,0
5191923,HOLD,51,0,785,646,260,58,478,52.377,87.18,22.303,0.785,0.646,0.26,0.058,0
5192173,HOLD,51,0,786,646,261,57,474,51.683,85.672,21.968,0.786,0.646,0.261,0.057,0
5192423,HOLD,51,0,787,646,263,58,474,51.683,85.672,21.968,0.787,0.646,0.263,0.058,0
5192673,HOLD,51,0,788,646,264,57,474,51.683,85.672,21.968,0.788,0.646,0.264,0.057,0
5192923,HOLD,51,0,787,646,266,57,474,51.683,85.672,21.968,0.787,0.646,0.266,0.057,0
5193173,HOLD,51,0,789,647,268,58,474,51.683,85.672,21.968,0.789,0.647,0.268,0.058,0
5193423,HOLD,51,0,790,647,270,57,474,51.683,85.672,21.968,0.79,0.647,0.27,0.057,0
5193673,HOLD,51,0,789,647,272,58,478,52.377,87.18,22.303,0.789,0.647,0.272,0.058,0
