ts,state,motor_A_duty,motor_B_duty,gmxxx_ch1,gmxxx_ch2,gmxxx_ch3,gmxxx_ch4,mics5524_raw,co_mics,eth_mics,voc_mics,no2_gm,c2h5oh_gm,voc_gm,co_gm,currentLevel
8367282,DONE,0,0,730,651,76,46,244,22.36,28.641,8.499,0.73,0.651,0.076,0.046,5
8367654,PRE_COND,100,0,731,651,76,46,249,22.914,29.574,8.739,0.731,0.651,0.076,0.046,0
8367904,PRE_COND,100,0,730,649,76,46,244,22.36,28.641,8.499,0.73,0.649,0.076,0.046,0
8368154,PRE_COND,100,0,730,650,76,46,244,22.36,28.641,8.499,0.73,0.65,0.076,0.046,0
8368404,PRE_COND,100,0,730,650,76,46,244,22.36,28.641,8.499,0.73,0.65,0.076,0.046,0
8368770,PRE_COND,100,0,731,650,76,46,249,22.914,29.574,8.739,0.731,0.65,0.076,0.046,0
8369180,PRE_COND,100,0,730,650,76,46,254,23.472,30.519,8.98,0.73,0.65,0.076,0.046,0
8369588,PRE_COND,100,0,731,652,77,47,254,23.472,30.519,8.98,0.731,0.652,0.077,0.047,0
8369837,PRE_COND,100,0,733,651,76,47,249,22.914,29.574,8.739,0.733,0.651,0.076,0.047,0
8370200,PRE_COND,100,0,736,650,77,47,254,23.472,30.519,8.98,0.736,0.65,0.077,0.047,0
8370509,PRE_COND,100,0,737,650,77,47,254,23.472,30.519,8.98,0.737,0.65,0.077,0.047,0
8370758,PRE_COND,100,0,738,650,77,47,249,22.914,29.574,8.739,0.738,0.65,0.077,0.047,0
8371008,PRE_COND,100,0,738,650,77,47,249,22.914,29.574,8.739,0.738,0.65,0.077,0.047,0
8371258,PRE_COND,100,0,739,650,77,47,254,23.472,30.519,8.98,0.739,0.65,0.077,0.047,0
8371508,PRE_COND,100,0,740,650,78,48,254,23.472,30.519,8.98,0.74,0.65,0.078,0.048,0
8371758,PRE_COND,100,0,742,651,78,47,254,23.472,30.519,8.98,0.742,0.651,0.078,0.047,0
8372008,PRE_COND,100,0,742,651,78,47,254,23.472,30.519,8.98,0.742,0.651,0.078,0.047,0
8372258,PRE_COND,100,0,743,651,78,48,254,23.472,30.519,8.98,0.743,0.651,0.078,0.048,0
8372508,PRE_COND,100,0,745,651,78,48,254,23.472,30.519,8.98,0.745,0.651,0.078,0.048,0
8372758,RAMP_UP,0,0,745,650,78,48,254,23.472,30.519,8.98,0.745,0.65,0.078,0.048,0
8373008,RAMP_UP,0,0,747,651,78,48,254,23.472,30.519,8.98,0.747,0.651,0.078,0.048,0
8373258,RAMP_UP,0,0,748,651,79,47,254,23.472,30.519,8.98,0.748,0.651,0.079,0.047,0
8373508,RAMP_UP,0,0,748,651,79,48,259,24.033,31.476,9.224,0.748,0.651,0.079,0.048,0
8373758,RAMP_UP,0,0,749,651,79,48,254,23.472,30.519,8.98,0.749,0.651,0.079,0.048,0
8374008,RAMP_UP,0,0,749,650,79,48,254,23.472,30.519,8.98,0.749,0.65,0.079,0.048,0
8374258,RAMP_UP,0,0,750,652,80,48,254,23.472,30.519,8.98,0.75,0.652,0.08,0.048,0
8374508,RAMP_UP,0,0,752,652,80,48,254,23.472,30.519,8.98,0.752,0.652,0.08,0.048,0
8374758,HOLD,51,0,752,652,80,48,254,23.472,30.519,8.98,0.752,0.652,0.08,0.048,0
8375008,HOLD,51,0,752,652,80,49,254,23.472,30.519,8.98,0.752,0.652,0.08,0.049,0
8375258,HOLD,51,0,753,652,81,49,254,23.472,30.519,8.98,0.753,0.652,0.081,0.049,0
8375525,HOLD,51,0,754,652,80,48,259,24.033,31.476,9.224,0.754,0.652,0.08,0.048,0
8375775,HOLD,51,0,755,653,80,48,254,23.472,30.519,8.98,0.755,0.653,0.08,0.048,0
8376025,HOLD,51,0,756,653,81,48,254,23.472,30.519,8.98,0.756,0.653,0.081,0.048,0
8376275,HOLD,51,0,756,652,80,48,254,23.472,30.519,8.98,0.756,0.652,0.08,0.048,0
8376525,HOLD,51,0,756,652,81,49,254,23.472,30.519,8.98,0.756,0.652,0.081,0.049,0
8377050,HOLD,51,0,757,652,81,48,263,24.597,32.446,9.47,0.757,0.652,0.081,0.048,0
8377461,HOLD,51,0,757,652,81,48,259,24.033,31.476,9.224,0.757,0.652,0.081,0.048,0
8377711,HOLD,51,0,757,652,81,48,254,23.472,30.519,8.98,0.757,0.652,0.081,0.048,0
8377961,HOLD,51,0,757,652,82,49,254,23.472,30.519,8.98,0.757,0.652,0.082,0.049,0
8378211,HOLD,51,0,757,652,82,48,254,23.472,30.519,8.98,0.757,0.652,0.082,0.048,0
8378461,HOLD,51,0,758,653,81,49,254,23.472,30.519,8.98,0.758,0.653,0.081,0.049,0
8378711,HOLD,51,0,757,653,82,49,254,23.472,30.519,8.98,0.757,0.653,0.082,0.049,0
8378961,HOLD,51,0,758,652,82,48,249,22.914,29.574,8.739,0.758,0.652,0.082,0.048,0
8379211,HOLD,51,0,758,653,82,49,254,23.472,30.519,8.98,0.758,0.653,0.082,0.049,0
8379461,HOLD,51,0,759,653,82,49,254,23.472,30.519,8.98,0.759,0.653,0.082,0.049,0
8379711,HOLD,51,0,760,653,82,48,254,23.472,30.519,8.98,0.76,0.653,0.082,0.048,0
8379961,HOLD,51,0,759,653,82,49,254,23.472,30.519,8.98,0.759,0.653,0.082,0.049,0
8380211,HOLD,51,0,759,653,82,49,254,23.472,30.519,8.98,0.759,0.653,0.082,0.049,0
8380461,HOLD,51,0,761,653,83,49,259,24.033,31.476,9.224,0.761,0.653,0.083,0.049,0
8380711,HOLD,51,0,761,654,83,49,254,23.472,30.519,8.98,0.761,0.654,0.083,0.049,0
8380961,HOLD,51,0,760,653,83,48,254,23.472,30.519,8.98,0.76,0.653,0.083,0.048,0
8381211,HOLD,51,0,761,653,83,49,254,23.472,30.519,8.98,0.761,0.653,0.083,0.049,0
8381461,HOLD,51,0,761,653,83,49,254,23.472,30.519,8.98,0.761,0.653,0.083,0.049,0
8381711,HOLD,51,0,762,653,83,49,254,23.472,30.519,8.98,0.762,0.653,0.083,0.049,0
8381961,HOLD,51,0,761,653,83,48,254,23.472,30.519,8.98,0.761,0.653,0.083,0.048,0
8382211,HOLD,51,0,761,653,84,49,254,23.472,30.519,8.98,0.761,0.653,0.084,0.049,0
8382470,HOLD,51,0,762,653,83,48,254,23.472,30.519,8.98,0.762,0.653,0.083,0.048,0
8382720,HOLD,51,0,762,653,83,49,254,23.472,30.519,8.98,0.762,0.653,0.083,0.049,0
8382970,HOLD,51,0,763,654,84,49,254,23.472,30.519,8.98,0.763,0.654,0.084,0.049,0
8383220,HOLD,51,0,762,654,83,48,254,23.472,30.519,8.98,0.762,0.654,0.083,0.048,0
8383470,HOLD,51,0,763,654,84,49,254,23.472,30.519,8.98,0.763,0.654,0.084,0.049,0
8383720,HOLD,51,0,763,653,84,49,254,23.472,30.519,8.98,0.763,0.653,0.084,0.049,0
8384001,HOLD,51,0,762,653,84,49,259,24.033,31.476,9.224,0.762,0.653,0.084,0.049,0
8384251,HOLD,51,0,763,654,84,49,254,23.472,30.519,8.98,0.763,0.654,0.084,0.049,0
8384514,HOLD,51,0,762,653,84,49,254,23.472,30.519,8.98,0.762,0.653,0.084,0.049,0
8384763,HOLD,51,0,762,653,84,49,254,23.472,30.519,8.98,0.762,0.653,0.084,0.049,0
8385228,HOLD,51,0,762,654,84,49,263,24.597,32.446,9.47,0.762,0.654,0.084,0.049,0
8385478,HOLD,51,0,763,653,84,49,254,23.472,30.519,8.98,0.763,0.653,0.084,0.049,0
8385737,HOLD,51,0,764,655,84,49,254,23.472,30.519,8.98,0.764,0.655,0.084,0.049,0
