ts,state,motor_A_duty,motor_B_duty,gmxxx_ch1,gmxxx_ch2,gmxxx_ch3,gmxxx_ch4,mics5524_raw,co_mics,eth_mics,voc_mics,no2_gm,c2h5oh_gm,voc_gm,co_gm,currentLevel
3776976,PRE_COND,100,0,768,696,123,37,219,19.634,24.164,7.335,0.768,0.696,0.123,0.037,0
3777226,PRE_COND,100,0,768,697,122,38,219,19.634,24.164,7.335,0.768,0.697,0.122,0.038,0
3777476,PRE_COND,100,0,765,695,123,37,219,19.634,24.164,7.335,0.765,0.695,0.123,0.037,0
3777726,PRE_COND,100,0,765,695,123,38,219,19.634,24.164,7.335,0.765,0.695,0.123,0.038,0
3777976,PRE_COND,100,0,765,696,123,37,219,19.634,24.164,7.335,0.765,0.696,0.123,0.037,0
3778226,PRE_COND,100,0,768,696,123,37,219,19.634,24.164,7.335,0.768,0.696,0.123,0.037,0
3778476,PRE_COND,100,0,768,696,123,37,219,19.634,24.164,7.335,0.768,0.696,0.123,0.037,0
3778726,PRE_COND,100,0,768,696,123,37,219,19.634,24.164,7.335,0.768,0.696,0.123,0.037,0
3778976,PRE_COND,100,0,768,697,123,38,219,19.634,24.164,7.335,0.768,0.697,0.123,0.038,0
3779226,PRE_COND,100,0,768,695,122,38,219,19.634,24.164,7.335,0.768,0.695,0.122,0.038,0
3779476,PRE_COND,100,0,768,695,122,37,215,19.099,23.306,7.109,0.768,0.695,0.122,0.037,0
3779726,PRE_COND,100,0,768,695,123,37,215,19.099,23.306,7.109,0.768,0.695,0.123,0.037,0
3779976,PRE_COND,100,0,768,696,123,38,219,19.634,24.164,7.335,0.768,0.696,0.123,0.038,0
3780226,PRE_COND,100,0,768,695,123,38,219,19.634,24.164,7.335,0.768,0.695,0.123,0.038,0
3780476,PRE_COND,100,0,768,695,122,38,219,19.634,24.164,7.335,0.768,0.695,0.122,0.038,0
3780726,PRE_COND,100,0,769,696,123,38,215,19.099,23.306,7.109,0.769,0.696,0.123,0.038,0
3780976,PRE_COND,100,0,769,696,123,38,219,19.634,24.164,7.335,0.769,0.696,0.123,0.038,0
3781226,PRE_COND,100,0,770,697,123,38,219,19.634,24.164,7.335,0.77,0.697,0.123,0.038,0
3781476,PRE_COND,100,0,771,695,123,38,219,19.634,24.164,7.335,0.771,0.695,0.123,0.038,0
3781726,PRE_COND,100,0,770,695,123,38,219,19.634,24.164,7.335,0.77,0.695,0.123,0.038,0
3781976,RAMP_UP,0,0,772,695,123,38,219,19.634,24.164,7.335,0.772,0.695,0.123,0.038,0
3782226,RAMP_UP,0,0,771,695,123,38,219,19.634,24.164,7.335,0.771,0.695,0.123,0.038,0
3782476,RAMP_UP,0,0,773,696,123,38,219,19.634,24.164,7.335,0.773,0.696,0.123,0.038,0
3782726,RAMP_UP,0,0,772,695,123,38,219,19.634,24.164,7.335,0.772,0.695,0.123,0.038,0
3782976,RAMP_UP,0,0,773,695,123,38,210,18.567,22.461,6.885,0.773,0.695,0.123,0.038,0
3783226,RAMP_UP,0,0,773,695,123,38,219,19.634,24.164,7.335,0.773,0.695,0.123,0.038,0
3783476,RAMP_UP,0,0,773,697,124,38,219,19.634,24.164,7.335,0.773,0.697,0.124,0.038,0
3783726,RAMP_UP,0,0,774,695,123,38,215,19.099,23.306,7.109,0.774,0.695,0.123,0.038,0
3783976,HOLD,51,0,774,696,124,38,219,19.634,24.164,7.335,0.774,0.696,0.124,0.038,0
3784226,HOLD,51,0,774,695,123,38,215,19.099,23.306,7.109,0.774,0.695,0.123,0.038,0
3784476,HOLD,51,0,775,696,123,38,215,19.099,23.306,7.109,0.775,0.696,0.123,0.038,0
3784726,HOLD,51,0,775,696,124,38,215,19.099,23.306,7.109,0.775,0.696,0.124,0.038,0
3784976,HOLD,51,0,776,697,123,38,219,19.634,24.164,7.335,0.776,0.697,0.123,0.038,0
3785226,HOLD,51,0,777,696,124,38,219,19.634,24.164,7.335,0.777,0.696,0.124,0.038,0
3785476,HOLD,51,0,775,696,124,39,215,19.099,23.306,7.109,0.775,0.696,0.124,0.039,0
3785726,HOLD,51,0,777,697,124,38,215,19.099,23.306,7.109,0.777,0.697,0.124,0.038,0
3785976,HOLD,51,0,776,697,124,38,219,19.634,24.164,7.335,0.776,0.697,0.124,0.038,0
3786226,HOLD,51,0,777,696,124,38,215,19.099,23.306,7.109,0.777,0.696,0.124,0.038,0
3786476,HOLD,51,0,777,697,123,38,219,19.634,24.164,7.335,0.777,0.697,0.123,0.038,0
3786726,HOLD,51,0,777,697,124,38,215,19.099,23.306,7.109,0.777,0.697,0.124,0.038,0
3786976,HOLD,51,0,777,697,124,38,215,19.099,23.306,7.109,0.777,0.697,0.124,0.038,0
3787226,HOLD,51,0,777,696,124,38,215,19.099,23.306,7.109,0.777,0.696,0.124,0.038,0
3787476,HOLD,51,0,777,695,124,38,215,19.099,23.306,7.109,0.777,0.695,0.124,0.038,0
3787726,HOLD,51,0,778,697,124,38,215,19.099,23.306,7.109,0.778,0.697,0.124,0.038,0
3787976,HOLD,51,0,778,695,124,38,229,20.715,25.917,7.794,0.778,0.695,0.124,0.038,0
3788226,HOLD,51,0,778,696,124,39,215,19.099,23.306,7.109,0.778,0.696,0.124,0.039,0
3788476,HOLD,51,0,779,696,124,38,215,19.099,23.306,7.109,0.779,0.696,0.124,0.038,0
3788726,HOLD,51,0,778,696,124,38,215,19.099,23.306,7.109,0.778,0.696,0.124,0.038,0
3788976,HOLD,51,0,778,696,124,38,215,19.099,23.306,7.109,0.778,0.696,0.124,0.038,0
3789226,HOLD,51,0,779,696,124,38,219,19.634,24.164,7.335,0.779,0.696,0.124,0.038,0
3789476,HOLD,51,0,779,697,124,38,215,19.099,23.306,7.109,0.779,0.697,0.124,0.038,0
3789726,HOLD,51,0,779,696,124,38,219,19.634,24.164,7.335,0.779,0.696,0.124,0.038,0
3789976,HOLD,51,0,779,697,124,38,215,19.099,23.306,7.109,0.779,0.697,0.124,0.038,0
3790226,HOLD,51,0,779,697,124,38,215,19.099,23.306,7.109,0.779,0.697,0.124,0.038,0
3790476,HOLD,51,0,779,697,124,37,215,19.099,23.306,7.109,0.779,0.697,0.124,0.037,0
3790726,HOLD,51,0,780,697,124,38,215,19.099,23.306,7.109,0.78,0.697,0.124,0.038,0
