ts,state,motor_A_duty,motor_B_duty,gmxxx_ch1,gmxxx_ch2,gmxxx_ch3,gmxxx_ch4,mics5524_raw,co_mics,eth_mics,voc_mics,no2_gm,c2h5oh_gm,voc_gm,co_gm,currentLevel
7100692,DONE,0,0,749,660,135,84,337,33.427,48.458,13.407,0.749,0.66,0.135,0.084,5
7101062,PRE_COND,100,0,748,660,135,84,342,34.04,49.623,13.685,0.748,0.66,0.135,0.084,0
7101312,PRE_COND,100,0,749,660,135,84,332,32.818,47.305,13.13,0.749,0.66,0.135,0.084,0
7101562,PRE_COND,100,0,749,659,135,84,332,32.818,47.305,13.13,0.749,0.659,0.135,0.084,0
7101812,PRE_COND,100,0,749,660,135,84,332,32.818,47.305,13.13,0.749,0.66,0.135,0.084,0
7102062,PRE_COND,100,0,749,660,135,84,337,33.427,48.458,13.407,0.749,0.66,0.135,0.084,0
7102312,PRE_COND,100,0,749,660,134,84,332,32.818,47.305,13.13,0.749,0.66,0.134,0.084,0
7102562,PRE_COND,100,0,749,660,134,84,332,32.818,47.305,13.13,0.749,0.66,0.134,0.084,0
7102812,PRE_COND,100,0,750,660,134,85,332,32.818,47.305,13.13,0.75,0.66,0.134,0.085,0
7103062,PRE_COND,100,0,751,660,133,84,332,32.818,47.305,13.13,0.751,0.66,0.133,0.084,0
7103312,PRE_COND,100,0,752,660,133,84,337,33.427,48.458,13.407,0.752,0.66,0.133,0.084,0
7103562,PRE_COND,100,0,753,660,133,83,327,32.211,46.165,12.855,0.753,0.66,0.133,0.083,0
7103812,PRE_COND,100,0,753,660,133,83,327,32.211,46.165,12.855,0.753,0.66,0.133,0.083,0
7104062,PRE_COND,100,0,754,660,132,83,327,32.211,46.165,12.855,0.754,0.66,0.132,0.083,0
7104312,PRE_COND,100,0,755,660,132,83,327,32.211,46.165,12.855,0.755,0.66,0.132,0.083,0
7104562,PRE_COND,100,0,756,660,132,83,322,31.607,45.037,12.582,0.756,0.66,0.132,0.083,0
7104812,PRE_COND,100,0,757,661,131,82,322,31.607,45.037,12.582,0.757,0.661,0.131,0.082,0
7105062,PRE_COND,100,0,757,660,131,82,317,31.006,43.921,12.312,0.757,0.66,0.131,0.082,0
7105312,PRE_COND,100,0,758,660,130,81,317,31.006,43.921,12.312,0.758,0.66,0.13,0.081,0
7105562,PRE_COND,100,0,759,660,130,81,317,31.006,43.921,12.312,0.759,0.66,0.13,0.081,0
7105812,PRE_COND,100,0,759,660,130,81,317,31.006,43.921,12.312,0.759,0.66,0.13,0.081,0
7106062,RAMP_UP,0,0,760,661,130,80,317,31.006,43.921,12.312,0.76,0.661,0.13,0.08,0
7106312,RAMP_UP,0,0,761,661,129,80,312,30.409,42.817,12.043,0.761,0.661,0.129,0.08,0
7106562,RAMP_UP,0,0,762,661,129,79,312,30.409,42.817,12.043,0.762,0.661,0.129,0.079,0
7106812,RAMP_UP,0,0,761,662,129,79,312,30.409,42.817,12.043,0.761,0.662,0.129,0.079,0
7107062,RAMP_UP,0,0,762,661,128,79,307,29.814,41.725,11.776,0.762,0.661,0.128,0.079,0
7107312,RAMP_UP,0,0,762,661,128,79,307,29.814,41.725,11.776,0.762,0.661,0.128,0.079,0
7107562,RAMP_UP,0,0,763,661,127,78,307,29.814,41.725,11.776,0.763,0.661,0.127,0.078,0
7107812,RAMP_UP,0,0,764,661,126,78,307,29.814,41.725,11.776,0.764,0.661,0.126,0.078,0
7108062,HOLD,51,0,764,661,126,77,303,29.222,40.645,11.512,0.764,0.661,0.126,0.077,0
7108312,HOLD,51,0,764,661,126,77,303,29.222,40.645,11.512,0.764,0.661,0.126,0.077,0
7108562,HOLD,51,0,765,661,126,77,303,29.222,40.645,11.512,0.765,0.661,0.126,0.077,0
7108812,HOLD,51,0,765,661,125,76,303,29.222,40.645,11.512,0.765,0.661,0.125,0.076,0
7109062,HOLD,51,0,765,661,125,76,303,29.222,40.645,11.512,0.765,0.661,0.125,0.076,0
7109312,HOLD,51,0,765,661,124,76,303,29.222,40.645,11.512,0.765,0.661,0.124,0.076,0
7109562,HOLD,51,0,768,662,125,76,303,29.222,40.645,11.512,0.768,0.662,0.125,0.076,0
7109812,HOLD,51,0,768,662,124,76,303,29.222,40.645,11.512,0.768,0.662,0.124,0.076,0
7110062,HOLD,51,0,768,662,123,75,303,29.222,40.645,11.512,0.768,0.662,0.123,0.075,0
7110312,HOLD,51,0,768,662,123,75,303,29.222,40.645,11.512,0.768,0.662,0.123,0.075,0
7110562,HOLD,51,0,768,662,123,75,298,28.633,39.577,11.249,0.768,0.662,0.123,0.075,0
7110812,HOLD,51,0,768,662,123,75,298,28.633,39.577,11.249,0.768,0.662,0.123,0.075,0
7111062,HOLD,51,0,768,662,122,74,298,28.633,39.577,11.249,0.768,0.662,0.122,0.074,0
7111312,HOLD,51,0,768,662,122,75,298,28.633,39.577,11.249,0.768,0.662,0.122,0.075,0
7111562,HOLD,51,0,768,662,121,74,298,28.633,39.577,11.249,0.768,0.662,0.121,0.074,0
7111812,HOLD,51,0,768,662,121,74,298,28.633,39.577,11.249,0.768,0.662,0.121,0.074,0
7112062,HOLD,51,0,768,662,121,74,298,28.633,39.577,11.249,0.768,0.662,0.121,0.074,0
7112312,HOLD,51,0,768,663,120,73,298,28.633,39.577,11.249,0.768,0.663,0.12,0.073,0
7112562,HOLD,51,0,768,662,120,73,298,28.633,39.577,11.249,0.768,0.662,0.12,0.073,0
7112812,HOLD,51,0,768,662,120,73,298,28.633,39.577,11.249,0.768,0.662,0.12,0.073,0
7113062,HOLD,51,0,768,662,120,73,293,28.048,38.522,10.989,0.768,0.662,0.12,0.073,0
7113312,HOLD,51,0,768,662,120,73,293,28.048,38.522,10.989,0.768,0.662,0.12,0.073,0
7113562,HOLD,51,0,768,663,119,72,293,28.048,38.522,10.989,0.768,0.663,0.119,0.072,0
7113812,HOLD,51,0,769,663,119,72,293,28.048,38.522,10.989,0.769,0.663,0.119,0.072,0
7114062,HOLD,51,0,769,663,119,72,293,28.048,38.522,10.989,0.769,0.663,0.119,0.072,0
7114312,HOLD,51,0,769,663,118,71,293,28.048,38.522,10.989,0.769,0.663,0.118,0.071,0
7114562,HOLD,51,0,769,662,118,72,298,28.633,39.577,11.249,0.769,0.662,0.118,0.072,0
