ts,state,motor_A_duty,motor_B_duty,gmxxx_ch1,gmxxx_ch2,gmxxx_ch3,gmxxx_ch4,mics5524_raw,co_mics,eth_mics,voc_mics,no2_gm,c2h5oh_gm,voc_gm,co_gm,currentLevel
6485356,DONE,0,0,749,653,155,67,337,33.427,48.458,13.407,0.749,0.653,0.155,0.067,5
6485606,PRE_COND,100,0,749,653,155,66,337,33.427,48.458,13.407,0.749,0.653,0.155,0.066,0
6485856,PRE_COND,100,0,749,653,155,66,342,34.04,49.623,13.685,0.749,0.653,0.155,0.066,0
6486106,PRE_COND,100,0,749,653,154,67,342,34.04,49.623,13.685,0.749,0.653,0.154,0.067,0
6486356,PRE_COND,100,0,749,653,154,67,342,34.04,49.623,13.685,0.749,0.653,0.154,0.067,0
6486606,PRE_COND,100,0,749,653,155,67,347,34.656,50.799,13.966,0.749,0.653,0.155,0.067,0
6486878,PRE_COND,100,0,751,654,160,68,347,34.656,50.799,13.966,0.751,0.654,0.16,0.068,0
6487128,PRE_COND,100,0,752,653,166,70,356,35.896,53.189,14.534,0.752,0.653,0.166,0.07,0
6487378,PRE_COND,100,0,753,654,172,73,400,41.62,64.545,17.188,0.753,0.654,0.172,0.073,0
6487628,PRE_COND,100,0,754,653,176,76,434,46.236,74.06,19.363,0.754,0.653,0.176,0.076,0
6487878,PRE_COND,100,0,757,653,180,78,454,48.936,79.767,20.65,0.757,0.653,0.18,0.078,0
6488128,PRE_COND,100,0,757,653,185,81,464,50.304,82.695,21.305,0.757,0.653,0.185,0.081,0
6488378,PRE_COND,100,0,758,654,188,83,474,51.683,85.672,21.968,0.758,0.654,0.188,0.083,0
6488628,PRE_COND,100,0,759,653,190,84,478,52.377,87.18,22.303,0.759,0.653,0.19,0.084,0
6488878,PRE_COND,100,0,761,653,193,87,483,53.074,88.7,22.639,0.761,0.653,0.193,0.087,0
6489128,PRE_COND,100,0,762,654,196,89,483,53.074,88.7,22.639,0.762,0.654,0.196,0.089,0
6489378,PRE_COND,100,0,763,653,199,90,488,53.774,90.232,22.978,0.763,0.653,0.199,0.09,0
6489628,PRE_COND,100,0,764,654,201,91,493,54.476,91.777,23.319,0.764,0.654,0.201,0.091,0
6489878,PRE_COND,100,0,765,653,203,93,493,54.476,91.777,23.319,0.765,0.653,0.203,0.093,0
6490128,PRE_COND,100,0,768,654,206,95,493,54.476,91.777,23.319,0.768,0.654,0.206,0.095,0
6490378,PRE_COND,100,0,768,654,208,96,493,54.476,91.777,23.319,0.768,0.654,0.208,0.096,0
6490628,RAMP_UP,0,0,768,654,210,97,498,55.182,93.334,23.661,0.768,0.654,0.21,0.097,0
6490878,RAMP_UP,0,0,769,654,212,98,503,55.89,94.904,24.006,0.769,0.654,0.212,0.098,0
6491128,RAMP_UP,0,0,769,654,214,99,498,55.182,93.334,23.661,0.769,0.654,0.214,0.099,0
6491378,RAMP_UP,0,0,771,654,215,100,498,55.182,93.334,23.661,0.771,0.654,0.215,0.1,0
6491628,RAMP_UP,0,0,771,654,218,102,498,55.182,93.334,23.661,0.771,0.654,0.218,0.102,0
6491878,RAMP_UP,0,0,772,654,219,103,503,55.89,94.904,24.006,0.772,0.654,0.219,0.103,0
6492128,RAMP_UP,0,0,773,654,220,103,503,55.89,94.904,24.006,0.773,0.654,0.22,0.103,0
6492378,RAMP_UP,0,0,773,654,221,104,503,55.89,94.904,24.006,0.773,0.654,0.221,0.104,0
6492628,HOLD,51,0,774,654,223,106,503,55.89,94.904,24.006,0.774,0.654,0.223,0.106,0
6492878,HOLD,51,0,774,655,225,106,503,55.89,94.904,24.006,0.774,0.655,0.225,0.106,0
6493128,HOLD,51,0,775,654,226,107,503,55.89,94.904,24.006,0.775,0.654,0.226,0.107,0
6493378,HOLD,51,0,775,654,227,107,508,56.602,96.487,24.352,0.775,0.654,0.227,0.107,0
6493628,HOLD,51,0,775,655,229,108,508,56.602,96.487,24.352,0.775,0.655,0.229,0.108,0
6493878,HOLD,51,0,776,655,230,109,508,56.602,96.487,24.352,0.776,0.655,0.23,0.109,0
6494128,HOLD,51,0,776,655,232,110,508,56.602,96.487,24.352,0.776,0.655,0.232,0.11,0
6494378,HOLD,51,0,777,654,233,111,498,55.182,93.334,23.661,0.777,0.654,0.233,0.111,0
