ts,state,motor_A_duty,motor_B_duty,gmxxx_ch1,gmxxx_ch2,gmxxx_ch3,gmxxx_ch4,mics5524_raw,co_mics,eth_mics,voc_mics,no2_gm,c2h5oh_gm,voc_gm,co_gm,currentLevel
1656007,PRE_COND,100,0,793,731,159,37,219,19.634,24.164,7.335,0.793,0.731,0.159,0.037,0
1656256,PRE_COND,100,0,793,732,159,38,215,19.099,23.306,7.109,0.793,0.732,0.159,0.038,0
1656506,PRE_COND,100,0,793,731,159,38,219,19.634,24.164,7.335,0.793,0.731,0.159,0.038,0
1656756,PRE_COND,100,0,793,731,160,38,215,19.099,23.306,7.109,0.793,0.731,0.16,0.038,0
1657006,PRE_COND,100,0,793,731,159,37,215,19.099,23.306,7.109,0.793,0.731,0.159,0.037,0
1657256,PRE_COND,100,0,793,732,160,38,215,19.099,23.306,7.109,0.793,0.732,0.16,0.038,0
1657506,PRE_COND,100,0,794,732,160,38,219,19.634,24.164,7.335,0.794,0.732,0.16,0.038,0
1657756,PRE_COND,100,0,794,732,161,38,219,19.634,24.164,7.335,0.794,0.732,0.161,0.038,0
1658006,PRE_COND,100,0,795,732,161,38,219,19.634,24.164,7.335,0.795,0.732,0.161,0.038,0
1658256,PRE_COND,100,0,796,731,161,38,219,19.634,24.164,7.335,0.796,0.731,0.161,0.038,0
1658506,PRE_COND,100,0,797,732,161,38,219,19.634,24.164,7.335,0.797,0.732,0.161,0.038,0
1658756,PRE_COND,100,0,797,731,161,38,219,19.634,24.164,7.335,0.797,0.731,0.161,0.038,0
1659006,PRE_COND,100,0,798,731,162,38,219,19.634,24.164,7.335,0.798,0.731,0.162,0.038,0
1659256,PRE_COND,100,0,798,731,162,38,219,19.634,24.164,7.335,0.798,0.731,0.162,0.038,0
1659506,PRE_COND,100,0,799,731,162,38,219,19.634,24.164,7.335,0.799,0.731,0.162,0.038,0
1659756,PRE_COND,100,0,800,731,162,38,219,19.634,24.164,7.335,0.8,0.731,0.162,0.038,0
1660006,PRE_COND,100,0,801,732,163,38,219,19.634,24.164,7.335,0.801,0.732,0.163,0.038,0
1660256,PRE_COND,100,0,801,732,163,38,219,19.634,24.164,7.335,0.801,0.732,0.163,0.038,0
1660506,PRE_COND,100,0,802,732,163,38,224,20.173,25.034,7.564,0.802,0.732,0.163,0.038,0
1660756,PRE_COND,100,0,802,732,163,38,219,19.634,24.164,7.335,0.802,0.732,0.163,0.038,0
1661006,RAMP_UP,0,0,803,732,163,39,224,20.173,25.034,7.564,0.803,0.732,0.163,0.039,0
1661256,RAMP_UP,0,0,804,733,164,39,219,19.634,24.164,7.335,0.804,0.733,0.164,0.039,0
1661506,RAMP_UP,0,0,804,732,164,39,219,19.634,24.164,7.335,0.804,0.732,0.164,0.039,0
